Name,Soundex,Frequency,ZipfPopularity
Bisby,B210,1,2
Biscoe,B200,1,17
Bisgood,B230,1,6
Bishop,B210,41,1
Bishopp,B210,1,1
Bisll,B240,1,1
Biss,B200,1,1
Bissaker,B226,1,1
Bisscker,B260,1,1
Bissell,B240,1,2
Bissett,B230,2,1
Bissix,B220,1,2
Biston,B235,1,2
Bithell,B340,1,41
Bittcliff,B324,1,1
Bitter,B360,1,1
Bixley,B240,1,2
Bizo,B200,1,2
Black,B420,13,10
Blackall,B424,2,1
Blackaller,B424,1,3
Blackbond,B421,1,2
Blackbourn,B421,1,44
Blackbrough,B421,1,2
Blackburn,B421,23,2
Blackburne,B421,1,1
Blackett,B423,2,1
Blackham,B425,2,3069
Blackhurst,B426,1,6
Blackledge,B424,2,2
Blackler,B424,1,38430
Blackley,B424,1,2
Blacklidge,B424,1,1
Blacklock,B424,1,30
Blackman,B425,6,5
Blackmore,B425,9,1
Blacknell,B425,1,4
Blackshaw,B420,4,4
Blackwall,B424,1,2
Blackwell,B424,4,254
Blackwill,B424,1,72
Blaclidge,B424,1,1
Blades,B432,2,12
Bladon,B435,2,1
Blagg,B420,1,12
Blaikie,B420,1,22
Blain,B450,1,2
Blair,B460,4,18
Blaize,B420,1,1
Blake,B420,28,1
Blakeburn,B421,1,2
Blakeley,B424,8,1
Blakeman,B425,2,1
Blakemore,B425,4,8
Blaker,B426,2,7
Blakes,B422,1,27
Blakeson,B422,1,28
Blakeston,B422,1,5
Blakey,B420,3,10
Blakiston,B422,1,1
Blamer,B456,1,11
Blamey,B450,3,15
Blamires,B456,1,46
Blamy,B450,1,8
Blanch,B452,1,4
Blanchard,B452,6,446
Blanches,B452,1,4
Blanchflower,B452,2,3
Blanckenhagen,B452,1,3
Bland,B453,13,7
Blandford,B453,3,14
Blaney,B450,1,1
Blank,B452,1,1
Blanshard,B452,1,1
Blashker,B422,1,26
Blason,B425,1,1
Blastock,B423,1,3
Blatcher,B432,1,1
Blatherwick,B436,3,9
Blaver,B416,1,999
Blaxill,B424,1,5
Blay,B400,1,186
Blaylock,B442,2,2
Blaymire,B456,1,1
Blayney,B450,2,2
Blazdell,B423,1,2
Blazedale,B423,1,138
Blea,B400,1,7
Bleakley,B424,1,1
Bleasby,B421,2,2
Bleasdale,B423,3,3
Bleasdall,B423,1,1
Blee,B400,1,5
Blencowe,B452,1,508
Blenkinsop,B452,2,10
Blenkorne,B452,1,1
Blew,B400,2,3045
Blewett,B430,3,12
Blewitt,B430,2,1
Blews,B420,1,61
Blezard,B426,1,11
Blick,B420,1,1
Bligdon,B423,1,2
Bligh,B420,5,21
Blight,B423,4,1
Blinco,B452,2,1
Blincoe,B452,1,1
Blinkhorn,B452,3,2
Blinks,B452,1,2
Blinman,B455,1,1
Bliss,B420,4,6
Blitz,B432,1,1
Blizard,B426,5,3
Block,B420,1,9
Blockley,B424,2,1
Blocksage,B422,1,1
Bloe,B400,1,9
Blohm,B450,1,1
Blomer,B456,1,11
Blomiley,B454,1,1
Blomley,B454,1,493
Bloom,B450,3,6
Bloomer,B456,3,1
Bloomfield,B451,7,2
Bloor,B460,3,1
Bloore,B460,1,1
Blore,B460,1,4
Bloss,B420,1,2
Blot,B430,1,6
Blott,B430,2,1
Blow,B400,4,1
Blower,B460,4,16
Blowers,B462,2,12
Blows,B420,2,3
Bloxham,B425,1,1157
Bloy,B400,2,1
Bloyd,B430,1,6
Bloye,B400,3,1
Bluck,B420,2,2
Blunday,B453,1,2
Blundell,B453,6,3
Blunden,B453,3,3865
Blundy,B453,1,6
Blunsdon,B452,1,1
Blunt,B453,8,1
Blyth,B430,8,3
Blythe,B430,7,212
Blything,B435,1,4
Blyton,B435,1,2
Boaden,B350,3,1
Boak,B200,1,1
Boaler,B460,1,9
Boalter,B436,1,1
Boam,B500,2,2
Board,B630,4,1
Boardman,B635,9,1
Boas,B200,1,1
Bobbett,B130,2,1
Bobby,B100,1,5
Bocking,B252,1,7
Boddington,B352,2,1
Boddy,B300,5,4
Boden,B350,6,62
Bodicote,B323,1,94
Bodilly,B340,1,15
Bodin,B350,1,3
Bodinnah,B350,1,1
Bodkin,B325,1,8
Bodle,B340,1,336
Bodman,B355,1,1
Bodray,B360,1,1
Body,B300,2,213
Boe,B000,1,1
Boffin,B150,1,2
Boggan,B250,1,1
Boggis,B220,4,1
Bointon,B535,1,1
Bolaffey,B410,1,1
Bolam,B450,1,10
Boland,B453,1,1
Bolas,B420,1,9
Bold,B430,2,5
Bolderson,B436,1,1
Boldinson,B435,1,3
Boler,B460,1,1
Boley,B400,1,1
Bolez,B420,1,69
Bolland,B453,2,1
Bolley,B400,1,36
Bollond,B453,1,34
Bollough,B420,1,4
Bolson,B425,1,7
Bolsover,B421,1,14
Bolt,B430,5,156
Bolter,B436,1,1
Bolton,B435,30,2
Boltwood,B433,1,1
Bolus,B420,1,3
Bolwell,B440,1,13320
Boman,B550,2,1
Bomyer,B560,1,182
Bond,B530,26,11
Bonde,B530,1,1
Bonds,B532,1,14
Bone,B500,16,5
Bones,B520,1,5
Boney,B500,1,1
Bonfield,B514,1,1
Boniface,B512,1,104
Bonnell,B540,1,2
Bonner,B560,3,1
Bonnet,B530,1,84
Bonnett,B530,1,2
Bonney,B500,5,2
Bonniface,B512,1,2
Bonnington,B552,1,25
Bonny,B500,2,3
Bonolly,B540,1,1032
Bonser,B526,2,1
Bonwick,B520,1,3
Bonython,B535,2,8
Boobyer,B160,1,6
Boocock,B220,2,5
Boodle,B340,1,7
Booer,B600,1,3
Booker,B260,7,19
Bool,B400,2,14
Boole,B400,1,1345
Booley,B400,1,1
Boon,B500,6,2
Boond,B530,1,1
Boore,B600,1,1
Boorman,B655,4,8
Boosey,B200,1,1
Boot,B300,5,3
Boote,B300,1,1
Booth,B300,82,801
Boothby,B310,1,6
Boother,B360,1,27
Boothman,B355,1,1
Boothroyd,B363,3,1
Bootle,B340,1,3
Booty,B300,1,72
Border,B636,1,1
Bordessa,B632,1,2
Bordman,B635,1,2
Bordrick,B636,1,1
Bore,B600,1,6
Boreham,B650,2,2
Borett?,B630,1,1
Borlace,B642,1,1
Borley,B640,1,8
Born,B650,1,1
Borradell,B634,1,1
Borrell,B640,1,27
Borrett,B630,4,1
Borrows,B620,1,1
Borton,B635,1,1
Borwick,B620,1,3
Bosanco,B252,1,6
Bosanho,B250,1,77094
Bosanko,B252,1,5
Bose,B200,1,6
Bosley,B240,1,1
Bosomworth,B256,2,1
Boss,B200,2,8
Bossley,B240,1,286
Bossom,B250,1,3
Bosson,B250,3,1
Bostalmond,B234,1,11
Bosting,B235,1,1
Bostock,B232,4,4
Boston,B235,2,1
Bosward,B263,1,2
Boswell,B240,7,7
Bosworth,B263,9,1
Botham,B350,4,3
Botheway,B300,1,80
Bothwell,B340,1,672
Bott,B300,2,1
Botten,B350,2,1
Botterill,B364,2,3
Botting,B352,2,97
Bottle,B340,2,76
Bottom,B350,2,2
Bottomley,B354,16,16
Bottralls,B364,1,1
Bottriell,B364,1,1
Bottrill,B364,1,2
Botwright,B362,2,110
Boucher,B260,3,1
Boude,B300,1,2
Bouden,B350,1,2
Bouffler,B146,1,97
Boughey,B200,1,19
Boughton,B235,5,3
Boukett,B230,1,1
Boulcott,B423,1,17
Bould,B430,4,8
Boulder,B436,1,1
Boulding,B435,1,2
Boullen,B450,1,14
Boult,B430,1,5
Boulter,B436,4,1
Boulting,B435,1,1
Boulton,B435,17,2
Bounds,B532,1,2686
Boundy,B530,2,8
Bounsall,B524,1,1
Bourchier,B626,1,1
Bourke,B620,3,115
Bourlet,B643,1,5
Bourn,B650,5,3
Bourne,B650,17,6
Bourner,B656,1,1
Bousfield,B214,3,1
Bouskill,B240,1,1
Boustread,B236,1,2
Boutall,B340,1,4
Boutcher,B326,1,1
Boutell,B340,3,3
Bouttell,B340,1,2
Bovay,B100,1,2
Bovell,B140,2,1
Bovey,B100,3,22
Bovingdon,B152,1,1
Bow,B000,2,1
Bowater,B360,3,2
Bowbeer,B160,1,1
Bowcock,B220,2,1
Bowden,B350,21,199
Bowdin,B350,3,5
Bowditch,B332,2,15
Bowdler,B346,2,1
Bowdon,B350,1,12
Bowen,B500,31,1
Bowens,B520,1,2
Bower,B600,15,111
Bowerbank,B615,1,2
Bowering,B652,2,3
Bowers,B620,16,2
Bowes,B200,4,1
Bowgen,B250,1,24
Bowgin,B250,1,1
Bowhay,B000,1,1
Bowie,B000,2,4
Bowkell,B240,1,70411
Bowker,B260,11,1
Bowkley,B240,1,1
Bowlcott,B423,1,1
Bowle,B400,1,1
Bowledge,B432,1,3
Bowler,B460,11,9
Bowles,B420,14,5
Bowley,B400,5,1
Bowlin,B450,1,1
Bowling,B452,5,1
Bowly,B400,1,5
Bowman,B550,13,2
Bowmar,B560,1,1
Bown,B500,1,6238
Bowne,B500,2,2
Bownes,B520,2,1093
Bowness,B520,1,11
Bowr----,B600,1,2
Bowring,B652,2,1
Bowron,B650,2,3
Bowser,B260,3,2
Bowsher,B260,2,5
Bowskell,B240,1,5
Bowtell,B340,1,5
Bowyer,B600,11,6
Box,B200,3,2
Boxall,B240,4,1
Boxwell,B240,1,1
Boyce,B200,6,1
Boycott,B230,2,1
Boyd,B300,10,16
Boydell,B340,2,2
Boyden,B350,2,1
Boyer,B600,1,3
Boyers,B620,1,12
Boyes,B200,1,2
Boylan,B450,1,5
Boyland,B453,2,689
Boyle,B400,9,2
Boyne,B500,1,1
Boynton,B535,2,1
Boys,B200,3,1
Brabbs,B612,1,2
Brabs,B612,1,1
Brabury,B616,1,1
Brace,B620,3,5
Bracewell,B624,3,2
Bracey,B620,2,1
Brackell,B624,1,18
Bracker,B626,1,1
Brackinbury,B625,1,1
Brackley,B624,1,3
Bracknell,B625,1,33
Brackster,B623,1,1
Bradbeer,B631,2,56
Bradbuck,B631,1,1
Bradburn,B631,2,3
Bradbury,B631,19,19
Braddock,B632,1,9
Braddow,B630,1,125
Bradeley,B634,1,2
Bradey,B630,3,1
Bradfield,B631,4,1
Bradford,B631,14,2
Brading,B635,1,2
Bradlaugh,B634,2,3
Bradley,B634,55,1
Bradnem,B635,1,4
Bradney,B635,1,3
Bradock,B632,1,1
Bradshaw,B632,22,6
Bradwell,B634,2,1
Brady,B630,10,10
Bragg,B620,9,5
Braham,B650,2,1
Braidley,B634,1,13
Brailey,B640,1,2
Brailsford,B642,4,103
Brain,B650,5,1
Braine,B650,1,2
Braisher,B626,1,1
Braithwait,B633,2,1
Braithwaite,B633,10,2
Brake,B620,1,3
Brakes,B622,1,5
Bramall,B654,1,5
Bramble,B651,1,1
Bramby,B651,1,5
Bramhall,B654,2,1
Bramham,B655,1,2
Bramley,B654,4,3
Brammall,B654,1,2
Brammer,B656,3,18
Bramwell,B654,2,1
Bramwood,B653,1,1
Bran,B650,1,1
Branan,B655,1,3
Branburg,B651,1,1
Branch,B652,3,4
Branchett,B652,1,1
Brand,B653,7,16
Brandford,B653,1,3
Brandish,B653,1,5
Brandon,B653,3,1
Brandreth,B653,1,1
Branford?,B651,1,3
Branforth?,B651,1,7
Brankler?,B652,1,1
Brankston,B652,1,4
Brann,B650,1,7
Brannan,B655,3,5
Brannon,B655,1,3
Branon,B655,1,34
Branscombe,B652,1,9
Bransom,B652,2,2
Branson,B652,5,1
Branston,B652,2,4
Brant,B653,3,1
Branthwaite,B653,1,53
Branwood,B653,1,1
Brass,B620,2,3
Brassey,B620,1,1
Brassington,B625,2,49
Bratby,B631,2,2
Bratt,B630,2,3
Bratton,B635,1,22
Braughall,B624,1,3
Braun,B650,1,21
Braund,B653,3,16
Brauntt?,B653,1,1
Bravin,B615,1,1
Brawn,B650,4,1
Bray,B600,21,19
Brayford,B616,1,42
Brayley,B640,1,4
Braysham,B625,1,1
Brayshaw,B620,2,8
Brazenall,B625,1,2
Brazendale,B625,1,3
Brazier,B626,3,1
Brdshaw,B632,1,13
Breach,B620,1,9
Breacher,B626,1,22
Breadsell,B632,1,1
Breakley,B624,1,1
Breaks,B620,2,6
Breakshear,B626,1,1
Breakwell,B624,1,4
Brearley,B664,8,23
Breasley,B624,1,1
Brecknell,B625,1,1
Bredall,B634,1,1
Bredbury,B631,2,7
Breed,B630,1,125
Breedon,B635,2,14
Breene?,B650,1,1
Breevon,B615,1,1
Breeze,B620,6,4
Breftel?,B613,1,103
Bregan,B625,1,1
Breitenstein,B635,1,1
Brely,B640,1,2
Brench,B652,1,7
Brenchley,B652,2,11
Brenchly,B652,1,1
Brenkley,B652,1,16430
Brennan,B655,5,7
Brennand,B655,1,6
Brenne,B650,1,28
Brennen,B655,1,1
Brennon,B655,1,1
Brent,B653,2,1
Brentnall,B653,4,4
Brenton,B653,1,1
Brereton,B663,3,2
Bresen,B625,1,51
Brestland,B623,1,1
Bretherick,B636,1,4
Bretherton,B636,2,1
Bretnell,B635,1,3
Breton,B635,1,42
Brett,B630,9,1
Bretton,B635,1,2
Brettoner,B635,2,37
Brewer,B660,17,2
Brewerton,B663,1,2
Brewin,B650,2,7
Brewis,B620,1,4
Brewster,B623,3,1
Brian,B650,3,18
Briant,B653,1,1
Brianton,B653,1,1
Briaris,B662,1,7
Brice,B620,1,6
Brickell,B624,2,2
Bricker,B626,1,2
Bricklebank,B624,1,1
Bricknell,B625,2,4
Brickstone,B623,1,20
Brickwell,B624,1,2
Bridal,B634,1,1
Briddon,B635,2,1
Bridegroome,B632,1,1
Briden,B635,1,3
Brider,B636,1,6
Bridge,B632,8,10
Bridgeand,B632,1,2
Bridgeford,B632,1,3
Bridgeman,B632,5,5
Bridgens,B632,1,1
Bridger,B632,3,1
Bridges,B632,9,2
Bridgewater,B632,1,1
Bridgewaters,B632,1,55
Bridgeword,B632,1,2
Bridgwood,B632,2,1
Bridle,B634,2,59
Bridson,B632,1,2
Brien,B650,2,3
Briercliffe,B662,1,48
Brierley,B664,11,25
Brierly,B664,1,1
Brigden,B623,1,1
Brigg,B620,1,13
Briggs,B620,36,6
Bright,B623,11,1
Brighting,B623,1,214
Brightland,B623,1,4
Brightman,B623,2,3
Brighton,B623,3,4
Brightwell,B623,1,2
Brightwen,B623,1,1
Brihaney,B650,1,255
Briley,B640,2,3
Brimacombe,B652,1,1
Brimble,B651,1,16
Brimblecombe,B651,2,2
Brimer,B656,1,12
Brimicam,B652,1,3
Brims,B652,1,10
Brimson,B652,1,2
Brind,B653,1,3
Brinded,B653,1,4
Brindle,B653,5,1
Brindley,B653,10,1
Brindsden,B653,1,23
Brine,B650,2,1
Brinkinshaw,B652,1,2
Brinkler,B652,1,15
Brinkley,B652,1,5
Brinklow,B652,1,12
Brinkman,B652,1,17
Brinkworth,B652,1,4
Brinn,B650,1,16
Brint,B653,1,1
Brinton,B653,1,7
Brisbourne,B621,1,2
Briscall,B624,1,75
Briscoe,B620,4,138
Briskill,B624,1,4
Bristow,B623,6,3
Bristy,B623,1,2
Britcher,B632,1,1
Britt,B630,2,1
Brittain,B635,6,8
Brittan,B635,1,23
Britten,B635,5,1
Britter,B636,2,1
Brittle,B634,1,2
Brittlebank,B634,1,2
Britton,B635,7,12
Brixton,B623,1,7
Broad,B630,12,3
Broadbent,B631,14,17
Broadbery,B631,1,1
Broadfield,B631,2,1
Broadhead,B633,3,2
Broadhurst,B636,9,13
Broadie,B630,1,11
Broadist,B632,1,1
Broadley,B634,6,1
Broadwater,B633,2,14
Broadway,B630,1,1
Brocas,B622,2,17
Brock,B620,6,4
Brockbank,B621,2,24
Brocket,B623,1,1
Brockett,B623,1,51
Brockhouse,B622,1,24
Brocklebank,B624,1,8
Brockman,B625,1,4
Brockway,B620,3,1
Brockwell,B624,3,27
Broclesby,B624,1,1
Broderick,B636,2,1
Broderwick,B636,1,7
Brodie,B630,3,2
Brodrick,B636,3,1
Brogden,B623,2,1
Bromage,B652,1,239
Bromel,B654,1,1
Bromfield,B651,1,18
Bromhead,B653,1,2
Bromiley,B654,2,3
Bromilow,B654,1,1
Bromley,B654,9,263
Brompton,B651,1,1
Bromwich,B652,1,1
Broocks,B620,1,2
Broodbank,B631,1,1
Brook,B620,31,2
Brookbank,B621,2,1
Brookbanks,B621,1,1
Brooke,B620,11,1
Brooker,B626,5,1
Brookes,B622,24,1
Brookett,B623,1,1
Brookfield,B621,3,8
Brookhouse,B622,1,1
Brooking,B625,1,3
Brookman,B625,2,24
Brooks,B620,57,4
Brooksbank,B621,4,4
Brookshaw,B620,1,10
Broom,B650,12,1
Broome,B650,5,84
Broomfield,B651,3,19
Broomhall,B654,1,569
Broomham,B655,1,4
Broomhead,B653,4,6
Broscomb,B625,1,1
Brosheridge,B626,1,1
Broster,B623,3,2
Brothers,B636,1,501
Brotherton,B636,4,1
Brotherwood,B636,2,3
Brouard,B663,1,1
Brough,B620,9,1
Brougham,B625,2,1
Broughton,B623,11,1
Brouss,B620,1,6
Brow,B600,1,11273
Brown,B650,348,4
Brownbill,B651,3,3
Brownbridge,B651,2,1
Browne,B650,10,2
Brownell,B654,2,540
Brownhill,B654,1,23
Browning,B655,11,2
Brownlees,B654,2,2
Brownlow,B654,3,18
Brownridge,B656,2,9
Brownscombe,B652,1,6
Brownsell,B652,1,3
Browse?,B620,1,1
Broxholm?,B624,1,1
Broxup?,B621,1,14
Bruce,B620,9,3
Bruckley,B624,1,25
Bruckshaw,B620,2,1
Brudnett,B635,1,16
Bruford,B616,1,2
Brumage,B652,1,3
Brumbill,B651,1,90
Brumfit,B651,2,13
Brumfitt,B651,2,1
Brumhill,B654,1,12
Brumwell,B654,1,29
Brundell,B653,1,2
Brunger,B652,1,2
Bruning,B655,1,1
Brunskill,B652,2,30
Brunt,B653,9,2
Bruntnell,B653,1,7
Brunwin,B655,2,2
Brunyee,B650,2,2
Brushwood,B623,1,1
Bruson,B625,1,2
Bruton,B635,3,2
Bryan,B650,18,2
Bryant,B653,22,1
Bryanton,B653,1,1
Bryce,B620,1,235
Bryde,B630,1,2
Brydges,B632,2,1
Brydon,B635,2,11
Bryenton,B653,1,1
Bryer,B660,2,45
Bryers,B662,1,1
Bryon,B650,1,11
Bryson,B625,1,417
Bubb,B100,1,1
Bubbins,B152,1,3
Bubeer,B160,1,1
Buchanan,B255,6,1
Buchannan,B255,1,1
Buck,B200,15,3
Buckby,B210,1,1
Buckel,B240,1,34
Buckell,B240,2,4
Buckenham,B255,1,4
Buckeridge,B263,1,1
Buckett,B230,1,4
Buckham,B250,1,2
Buckhout?,B230,3,1
Buckhurst,B262,2,1
Buckingham,B252,7,13
Buckland,B245,10,3
Buckle,B240,9,1
Buckler,B246,1,5
Buckley,B240,32,1
Bucklle,B240,2,3
Buckman,B255,1,11
Buckmaster,B252,1,62
Bucknall,B254,1,304
Bucknell,B254,4,4
Buckston,B235,1,1
Buckton,B235,3,1
Buckworth,B263,1,8
Budd,B300,7,15
Buddery?,B360,1,10
Budds,B320,1,10
Budgen,B325,3,1
Budibent?,B315,1,10892
Buffery,B160,1,5
Buffin,B150,1,107
Buffy,B100,1,4262
Bugano?,B250,1,1
Bugbird,B216,1,2401
Bugby,B210,1,554
Bugden,B235,2,6
Bugg,B200,3,1
Bugga,B200,1,4
Buggins,B252,1,1
Buglass,B242,1,2
Bugler,B246,2,1
Builder,B436,1,19
Bulbeck,B412,1,1
Bulcock,B422,2,2
Bulger,B426,1,3
Bulkeley,B424,1,1
Bull,B400,23,1
Bullard,B463,1,5
Bullass,B420,1,10
Bullcock,B422,1,4
Bulled,B430,2,7
Bulleid,B430,1,1
Bullen,B450,14,2
Buller,B460,1,1
Bullerwell,B464,1,1
Bulley,B400,3,422
Bulleyment,B455,1,4
Bulliman,B455,1,1
Bullin,B450,1,17
Bulling,B452,1,1
Bullingham,B452,1,1
Bullivant,B415,4,1298
Bullman,B455,1,1
Bullock,B420,24,3
Bullough,B420,3,7
Bulman,B455,2,2
Bulmer,B456,8,1
Bulpit,B413,2,5
Bulstrode,B423,1,52
Bulter,B436,1,2
Bumfield,B514,1,1
Bumford,B516,3,1
Bumpus,B512,1,2103
Bumstead,B523,2,7
Bunce,B520,4,1
Bundey,B530,3,1
Bundock,B532,2,1
Bundy,B530,3,93
Bungard,B526,1,7
Bungay,B520,1,6
Bunker,B526,2,8
Bunn,B500,10,6
Bunnell,B540,1,3
Bunnett,B530,1,1
Bunney,B500,1,1
Bunt,B530,1,20
Bunting,B535,7,22
Bunton,B535,2,1
Bunyan,B550,2,1
Bunyon,B550,1,5468
Burbeck,B612,2,1
Burbery,B616,2,5
Burbidge,B613,3,1
Burbie,B610,1,1
Burbige,B612,1,20
Burch,B620,7,1
Burchall,B624,1,10
Burcham,B625,2,9
Burchell,B624,4,19
Burchett,B623,2,2
Burchnal,B625,1,55
Burdan,B635,1,1
Burdekin,B632,1,1
Burden,B635,5,5
Burdess,B632,2,182
Burdett,B633,6,3
Burdock,B632,1,8
Burdon,B635,3,1
Burell,B640,1,1
Burey,B600,1,4
Burford,B616,8,1
Burgam,B625,1,216
Burge,B620,6,4801
Burges,B622,2,1
Burgess,B622,39,3
Burgh,B620,1,2
Burgham,B625,1,1
Burgin,B625,1,1
Burgoin,B625,1,1
Burgoyne,B625,3,2
Burk,B620,3,1
Burkbey,B621,1,189
Burke,B620,16,23
Burkett,B623,1,1
Burkill,B624,1,1
Burks,B620,1,951
Burland,B645,2,3
Burleigh,B642,1,1
Burley,B640,5,6
Burling,B645,1,98
Burlingham,B645,1,1
Burll,B640,1,9
Burlling,B645,1,1
Burlls,B642,1,3
Burlow,B640,1,1
Burman,B655,1,6
Burn,B650,15,4
Burnard,B656,4,3
Burnas,B652,1,1
Burne,B650,4,3
Burnell,B654,3,2
Burnes,B652,1,7
Burnett,B653,16,1
Burnham,B655,4,1
Burnhill,B654,1,1
Burnley,B654,8,1
Burnman,B655,1,1
Burns,B652,16,10
Burnsides,B652,1,1
Burnston,B652,1,14
Burr,B600,5,1
Burrage,B620,1,3
Burras,B620,1,1
Burrell,B640,7,1
Burrett,B630,1,2
Burridge,B632,3,1
Burrige,B620,1,2
Burrill,B640,3,32
Burrington,B652,1,422
Burroughs,B622,5,3
Burrow,B600,9,8
Burrowbridge,B616,1,3
Burrowes,B620,1,180529
Burrows,B620,32,193
Burser,B626,1,4
Burston,B623,1,2
Burt,B630,14,4
Burtenshaw,B635,1,31
Burton,B635,61,15
Burtonwood,B635,2,50
Burtwistle,B632,1,4
Burwin,B650,1,11
Bury,B600,9,1
Busby,B210,2,1
Bush,B200,9,2
Bushby,B210,1,1
Bushell,B240,4,7
Bushnall,B254,1,10
Bushnell,B254,1,2
Busill,B240,1,9
Busk,B200,1,1
Buss,B200,3,19
Bussell,B240,3,1
Busset,B230,1,2
Bussey,B200,3,3
Bussingham,B252,1,174
Buston,B235,1,1
Buswell,B240,4,2
Butcher,B326,28,1
Butland,B345,1,2
Butlar,B346,1,1
Butler,B346,54,10
Butlin,B345,3,261
Butram,B365,1,1
Butt,B300,11,6428
Buttemer,B356,1,224
Butterfell,B361,1,1
Butterfield,B361,7,3
Butters,B362,2,1459
Butterwick,B362,2,2
Butterworth,B366,39,1
Buttery,B360,6,48
Buttifant,B315,1,1
Buttle,B340,2,13
Buttler,B346,1,1
Button,B350,9,2
Butty,B300,1,1
Buxton,B235,9,1
Buzby,B210,1,1
Buzer,B260,1,1
Buzza,B200,2,1
Buzzard,B263,1,1
Byard,B630,2,9189
Byars,B620,1,656
Byatt,B300,3,1
Bye,B000,3,20
Byers,B620,3,1
Byfield,B143,1,1
Byford,B163,3,3
Bygrave,B261,1,2
Byham,B500,1,21765
Byng,B520,1,4
Bynnion,B550,1,3608
Bynon,B550,2,98
Byott,B300,1,5
Byram,B650,1,1
Byrne,B650,10,5
Byrnes,B652,2,1
Byrom,B650,2,2
Byron,B650,4,2
Byrt,B630,1,1
Bysouth,B230,1,4644
Bywater,B360,3,2
Byway,B000,1,1322
Cacace,C220,1,9
Cad,C300,1,2
Caddey,C300,2,1
Caddick,C320,6,3
Caddington,C352,1,1
Caddy,C300,3,1
Cade,C300,2,1
Cadell,C340,1,2
Caden,C350,1,18
Cadman,C355,4,1
Cadogan,C325,1,1
Cadwallader,C343,4,1
Caffrey,C160,1,66
Cage,C200,2,7
Cahill,C400,3,3
Cain,C500,1,3
Caine,C500,2,16
Caines,C520,1,6
Cairn,C650,1,1
Cairns,C652,4,2
Cake,C200,1,38
Cakebread,C216,1,6
Caklip,C241,1,184
Calaway,C400,1,2
Calbert,C416,1,2
Calcott,C423,1,1
Calder,C436,3,5
Calderbank,C436,2,2
Calderhead,C436,1,1
Caldicott,C432,1,1
Caldwell,C434,5,1
Cale,C400,2,1
Caley,C400,2,2
Calf,C410,2,1
Calford,C416,1,7
Call,C400,1,1
Calladine,C435,1,1
Callagan,C425,1,2
Callaghan,C425,9,60
Callan,C450,1,1
Calland,C453,3,6
Callander,C453,2,1
Callard,C463,5,1
Callary,C460,1,1
Callaway,C400,1,1
Callcott,C423,2,4
Caller,C460,1,30
Callicott,C423,1,90
Calligham,C425,1,25
Callis,C420,2,1
Callow,C400,4,10
Calloway,C400,1,10
Calnan,C455,1,1
Calton,C435,2,1
Calver,C416,3,1
Calverley,C416,1,1
Calvert,C416,12,1
Cam,C500,1,2
Cambell,C514,1,41
Cambers,C516,1,1
Cambridge,C516,1,31
Cameron,C565,3,28
Camerone,C565,1,2
Camfield,C514,1,1
Camidge,C532,1,3
Camm,C500,2,36
Cammish,C520,1,171
Camp,C510,5,1
Campany,C515,1,1
Campbell,C514,26,2
Campelman,C514,1,1
Campion,C515,6,12
Camplin,C514,2,3
Camsell,C524,2,2
Canaway,C500,1,1
Candler,C534,2,10
Cane,C500,2,19
Caney,C500,2,2
Canham,C550,5,6
Cank,C520,1,1
Cann,C500,5,1
Cannall,C540,1,8
Cannam,C550,1,1
Cannan,C550,1,8
Cannell,C540,1,8
Canning,C552,1,315
Cannings,C552,1,1
Cannon,C550,13,163
Cannons,C552,2,13
Cannor,C560,1,6
Cansfield,C521,1,1
Cant,C530,1,1
Canter,C536,1,2
Cantle,C534,1,1
Cantlon,C534,1,4
Cantrell,C536,1,4
Cantwell,C534,1,2
Canty,C530,2,1
Cape,C100,3,192
Capel,C140,4,1
Capell,C140,2,4
Capener,C156,1,1
Capewell,C140,3,1
Caple,C140,3,3
Caplen,C145,1,4
Capon,C150,2,2
Capper,C160,5,4
Carbis,C612,2,9
Carbon,C615,1,1
Carbutt,C613,1,2
Card,C630,3,105
Carden,C635,2,2
Cardew,C630,1,5
Cardin,C635,1,71
Carduffy,C631,1,1
Cardwell,C634,1,1
Care,C600,3,3
Carefoot,C613,1,3
Careless,C642,2,1
Carey,C600,11,2
Cargill,C624,1,2
Carins,C652,1,1
Cariodus,C632,1,2
Carioli,C640,1,16
Cariss,C620,2,16
Caritt,C630,1,27
Carless,C642,2,2
Carleton,C643,2,1
Carlile,C644,1,1
Carliles,C644,1,1
Carlill,C644,1,25
Carlin,C645,2,1
Carline,C645,2,1
Carling,C645,4,1
Carlow,C640,1,7
Carlton,C643,6,6
Carlyle,C644,1,29
Carlyon,C645,1,1
Carman,C655,4,1
Carmichael,C652,1,10
Carnal,C654,1,63
Carnall,C654,2,12
Carne,C650,3,4
Carnell,C654,1,1
Carnelley,C654,1,237
Carnelly,C654,1,1
Carney,C650,3,5
Carnie,C650,2,28
Carnley,C654,1,36
Carol,C640,1,11
Carpenter,C615,16,1
Carr,C600,46,2
Carragan,C625,1,1
Carran,C650,1,3
Carratt,C630,1,1
Carrell,C640,2,6
Carrick,C620,4,2
Carrier,C660,1,3
Carrig,C620,1,1
Carrigan,C625,1,3
Carrington,C652,9,62
Carroll,C640,7,2
Carruthers,C636,7,2
Carsans,C625,1,1
Carson,C625,3,1
Carsy,C620,1,9
Carter,C636,107,1
Cartermole,C636,1,1
Cartey,C630,1,2
Carthew,C630,2,347
